id,industry,company_name
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",BEST WATER SYSTEMS
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,LITTLE TYKES HOME DAYCARE
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTMENT OFFICES, NEC",ROBYN PESSON
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,SAMANTHA A FOOCE
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",AZUL TRANSPORT AND LOGISTICS
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",BENNY ONGKOBUDIDJOJO AGT
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",SOHAM INC
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,WEST ARAPAHOE CONSERVATION DIS
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC","MARIA ELIZA, INC."
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",BROOK VIEW HOMEOWNERS ASSOCIATION INC
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",AMERICAN BIOLOGICAL SVC
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > OPERATIVE BUILDERS,WILLIAM A ANDERSON
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > OPERATIVE BUILDERS,BRITT DIENES
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,G.E.M. PROPERTIES OF N.Y. CORP.
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",YW770 LLC
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC",MATT WARD
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,LESLEY DOBBINS
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,ELIZABETH WALZEL AGT
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,JIREH OUTREACH MINISTRIES INT
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,DEPT OF MEDICAL EDUCATION
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > OPERATIVE BUILDERS,LAURI ANN DAHL PT
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",LYNWOOD LOCK
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,BENJAMIN WINARKO MD
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,KATHLEEN MURRAY
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",BRAKE SOLUTIONS
4,Retail Trade > EATING AND DRINKING PLACES > EATING PLACES,CONEY CONEXION
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTORS, NEC",KIM E MOHR NP
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - LIVESTOCK AND ANIMAL SPECIALTIES > BEEF CATTLE FEEDLOTS","JD REALTY ASSOCIATES, LLC"
4,"Mining > MINING AND QUARRYING OF NONMETALLIC MINERALS, EXCEPT FUELS > CONSTRUCTION SAND AND GRAVEL",TIMBER CREEK
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",ACADEMY FOR COMPETENT YOUTH WORK
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,THINKING MAN CREATIVE LLC
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTORS, NEC",MAIMOUNA ABIOLA
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",IMAGE BUSINESS SERVICES INC
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",SUBSTITUTE TEACHERS PLACEMENT
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > OPERATIVE BUILDERS,LORAIN COUNTY REPUBLICAN PARTY
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTMENT OFFICES, NEC",HOME TEAM MINISTRIES INC
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CASH GRAINS, NEC",BISTRO 92
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",AUTUM E HOWELL NP
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC",CJ'S UPHOLSTERY
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,LORI MOYER
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC",BEGGS BROS
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",MARGIE U CHINASA MD
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,VILLALTA PAINTING
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",LAUREN ANN BRANCHINI MD
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",BIG B FOOD STORE
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",SHAWN D HOMANS MD
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",AN QUIGLEY
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",CREATIVE JEWELRY BY YETTA INC
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > BERRY CROPS",SAN JIANG INC.
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTMENT OFFICES, NEC","TABERNACLE OF PRAISE UNITED PENTECOSTAL CHURCH, IN"
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",HOME TEAM REALTY
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,DOMINIC MICOLETTI CONCRETE
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CASH GRAINS, NEC","HOMELAND PROTECTIVE GROUP, INC."
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CASH GRAINS, NEC",TAMARA THOMPSON NP
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",KUM YO'S OKAZUYA
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTMENT OFFICES, NEC",AA ENTERPRISES LLC
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,BELINDA G GARZAREK
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC","MOON SPA, LLC"
4,Public Administration > ADMINISTRATION OF HUMAN RESOURCE PROGRAMS > ADMINISTRATION OF SOCIAL AND MANPOWER PROGRAMS,NEW AGE REPROGRAPHICS LLC
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,THE DOCTOR DETAIL
4,Services > HEALTH SERVICES > OFFICES AND CLINICS OF MEDICAL DOCTORS,JAMES B VOGT MD
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",RJ NELSON LLC
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC","ZHANG & ASSOCIATES CPA, P.A."
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",M O S ELECTRIC CONTRACTORS INC
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",ZACHARY WOODS
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC","INDIO RESORT MOTEL, A CALIFORNIA LIMITED PARTNERSH"
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",A C. PAGING
4,"Mining > MINING AND QUARRYING OF NONMETALLIC MINERALS, EXCEPT FUELS > CONSTRUCTION SAND AND GRAVEL",CLEORA MANOR
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC","ROCKFISH CAPITAL, LLC"
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTMENT OFFICES, NEC",GARAGE DOOR COWBOYS AUSTIN TX
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > BERRY CROPS",GELSOMIN FAMILY LTD PARTNERSHI
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC","THERANATURALS, INC."
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",MICHAEL HANS MD
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,GREGORY L C MARTINDILL PA
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > BERRY CROPS",BATES JET INC
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CITRUS FRUITS",COOPER COMMUNICATIONS
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CASH GRAINS, NEC",OCTRANS LLC
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CITRUS FRUITS",JULIE BERKHOFF DDS
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC",JENNIFER A HOLT NP
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",VIRGINIA V SANTANA-FELIZ MD
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",MELBOURNE USED AUTO PARTS
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,KATELYN VOLK OD
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",SYED H PIR MD
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,CREPE TEMPTATIONS
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",AMBER V LEGGETT
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,"NOSOTRESS, LLC"
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CASH GRAINS, NEC",HITCHING POST PRIMITIVES
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTMENT OFFICES, NEC",M L C STORE INC
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CITRUS FRUITS",AMANDA PASCHAL
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,WILLIAMS RECYCLING LLC
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,"BC 1841 PA, LLC."
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",SHAWN CUSHING
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTMENT OFFICES, NEC",WKANA XPRESS
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,CONTRERAS SPRING & SUSPENSION
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",PRESTON K JEWETT INCORPORATED
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",EDWARD MINA LIM MD
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,CPP
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,IVY KUKOWSKI
4,Public Administration > ADMINISTRATION OF ENVIRONMENTAL QUALITY AND HOUSING PROGRAMS > HOUSING PROGRAMS,SE ENTERPRISE
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,SHARMILA SRINIVASAN MD
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC",LISA MARIE TIRABASSI
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,KAM HO LUK
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",SANDY'S BOOKS & BAKERY
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,NICOLE M LEADLEY DDS
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CASH GRAINS, NEC",GRANT W MEREDITH MD
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",JULIE BIAGGI
4,"Construction > CONSTRUCTION - SPECIAL TRADE CONTRACTORS > FLOOR LAYING AND FLOOR WORK, NEC",AVCO CONSULTING
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTMENT OFFICES, NEC",PAPER BOAT STUDIOS
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > BERRY CROPS",TROJAN COACHES CLUB
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > OPERATIVE BUILDERS,GARY A DOSSICK & ASSOC
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,JON GALLAHAN
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > BERRY CROPS",BENCHMARK CONSTRUCTION
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > OPERATIVE BUILDERS,PRAIRIE STATE CYCLING SERIES
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",DREADFUL DOG
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC","WHITE MAGNOLIA VENTURES, LLC"
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,SALON & SPA TEASE
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",PREMIER SEALING LLC
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",TAMMI L ZINE
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > INVESTMENT OFFICES, NEC",EM GENERAL CONST
4,Public Administration > ADMINISTRATION OF HUMAN RESOURCE PROGRAMS > ADMINISTRATION OF VETERANS' AFFAIRS,SPORTSMAN OUTPOST LLC
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC",BERNICE HOSKING
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,THE ROGER C KREUTZ CHARITABLE FOUNDATION
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > OPERATIVE BUILDERS,CHIFFON R HOLIDAY NP
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",URBAN BOTANICALS
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC",SMS TRADING CORP
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,ALEXANDRA KING
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",HUMBLE BAPTIST CHURCH
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,MICHAEL KING INTERIORS
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - LIVESTOCK AND ANIMAL SPECIALTIES > BEEF CATTLE FEEDLOTS",FLORERIA EL EZEN
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,GIBBS HOLDINGS LLC
4,Services > EDUCATIONAL SERVICES > ELEMENTARY AND SECONDARY SCHOOLS,UNITED HANDS MEDICAL TRANSPORTATION
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,PLACESYNERGY LLC
4,"Finance, Insurance, and Real Estate > HOLDING AND OTHER INVESTMENT OFFICES > HOLDING COMPANIES, NEC",FERCH INSURANCE GROUP
4,"Mining > MINING AND QUARRYING OF NONMETALLIC MINERALS, EXCEPT FUELS > CLAY AND RELATED MINERALS, NEC",ALYSE HOWARD
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,FORWARD TECHNOLOGY INC
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC","SUNSHINE CAM, LLC"
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > OPERATIVE BUILDERS,FLORES AUTO PARTS
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,FAS LAUNDRY MANAGEMENT LLC
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,ALLSTATE INSURANCE
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - CROPS > CASH GRAINS, NEC","STATTELMAN, JOE"
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC","NAMI LONG ISLAND REGIONAL COUNCIL, INC."
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",ELK EXPRESS INC
4,"Transportation, Communications, Electic, Gas, Sanitary Servies > RAILROAD TRANSPORTATION > SWITCHING AND TERMINAL SERVICES",TRIPLE C FITNESS LLC
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",PANAMA CITY FINANCIAL SERVICES INC
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,PROFESSIONAL INTERIOR CLEANING
4,Manufacturing > CHEMICALS AND ALLIED PRODUCTS > ALKALIES AND CHLORINE,EVEREST BROADBAND
4,"Transportation, Communications, Electic, Gas, Sanitary Servies > PIPELINES, EXCEPT NATURAL GAS > REFINED PETROLEUM PIPELINES",SCHERER CONSTRUCTION LLC
4,Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > INDUSTRIAL BUILDINGS AND WAREHOUSES,JONATHAN E. HOROWITZ LLC
4,"Construction > BUILDING CNSTRCTN - GENERAL CONTRACTORS & OPERATIVE BUILDERS > NONRESIDENTIAL CONSTRUCTION, NEC",MCCANNFAMILYTREE.COM
4,"Agriculture, Forestry, And Fishing > AGRICULTURAL PRODUCTION - LIVESTOCK AND ANIMAL SPECIALTIES > BEEF CATTLE FEEDLOTS",IMPORTACI N Y EXPORTACI N
